customer_id,tenure_days,merchant_category,preferred_payment_method,historical_success_rate,historical_failure_rate,velocity_24h,time_since_last_success_days
cust_104619,233,Edtech,UPI,0.8155,0.1845,1,3.57
cust_104620,42,SaaS,UPI,0.8526,0.1474,0,2.62
cust_104621,304,Gaming,card,0.9211,0.0789,1,4.19
cust_104622,3,E-commerce,UPI,0.7251,0.2749,1,5.73
cust_104623,16,E-commerce,UPI,0.7323,0.2677,1,13.35
cust_104624,52,Edtech,netbanking,0.7158,0.2842,1,5.56
cust_104625,302,Gaming,card,0.4215,0.5785,1,17.53
cust_104626,155,E-commerce,card,0.7118,0.2882,0,9.78
cust_104627,29,E-commerce,card,0.9672,0.0328,2,5.21
cust_104628,199,E-commerce,card,0.7904,0.2096,0,26.12
cust_104629,93,Financial Services,card,0.4828,0.5172,0,15.72
cust_104630,1,Financial Services,netbanking,0.4574,0.5426,0,21.32
cust_104631,225,Financial Services,card,0.7112,0.2888,0,3.52
cust_104632,216,Gaming,UPI,0.2148,0.7852,0,17.13
cust_104633,38,Financial Services,UPI,0.4509,0.5491,1,26.29
cust_104634,12,Gaming,UPI,0.8426,0.1574,0,25.5
cust_104635,236,E-commerce,wallet,0.7426,0.2574,0,11.26
cust_104636,118,SaaS,card,0.9084,0.0916,0,7.85
cust_104637,59,Edtech,UPI,0.8048,0.1952,0,1.37
cust_104638,54,Financial Services,UPI,0.7564,0.2436,1,2.99
cust_104639,267,Gaming,UPI,0.7548,0.2452,0,4.85
cust_104640,15,Edtech,UPI,0.8821,0.1179,0,5.77
cust_104641,198,Financial Services,card,0.4017,0.5983,0,17.24
cust_104642,51,Gaming,netbanking,0.7573,0.2427,0,19.51
cust_104643,80,SaaS,netbanking,0.5023,0.4977,0,4.14
cust_104644,168,E-commerce,card,0.8597,0.1403,0,36.07
cust_104645,11,Edtech,UPI,0.8888,0.1112,0,12.83
cust_104646,389,Gaming,UPI,0.8011,0.1989,0,9.24
cust_104647,42,SaaS,UPI,0.7643,0.2357,0,0.67
cust_104648,80,Edtech,UPI,0.7067,0.2933,1,2.05
cust_104649,28,SaaS,UPI,0.7507,0.2493,0,10.71
cust_104650,623,Edtech,card,0.9651,0.0349,0,5.28
cust_104651,45,Financial Services,netbanking,0.8282,0.1718,1,3.43
cust_104652,177,Financial Services,UPI,0.7463,0.2537,1,1.33
cust_104653,452,Financial Services,wallet,0.8671,0.1329,1,2.82
cust_104654,105,E-commerce,UPI,0.1536,0.8464,0,20.51
cust_104655,131,SaaS,UPI,0.8734,0.1266,0,0.18
cust_104656,167,SaaS,card,0.9604,0.0396,0,33.45
cust_104657,3,Edtech,card,0.904,0.096,1,0.35
cust_104658,285,E-commerce,netbanking,0.284,0.716,0,21.58
cust_104659,6,E-commerce,card,0.9077,0.0923,0,14.82
cust_104660,63,Edtech,card,0.3087,0.6913,0,16.43
cust_104661,19,SaaS,UPI,0.7098,0.2902,0,15.8
cust_104662,114,SaaS,card,0.7736,0.2264,1,4.49
cust_104663,46,E-commerce,card,0.4184,0.5816,0,15.13
cust_104664,109,SaaS,netbanking,0.961,0.039,0,15.27
cust_104665,135,E-commerce,UPI,0.143,0.857,1,17.55
cust_104666,50,E-commerce,UPI,0.9482,0.0518,0,21.63
cust_104667,51,Gaming,UPI,0.7063,0.2937,1,7.67
cust_104668,237,Gaming,UPI,0.9048,0.0952,1,1.97
cust_104669,63,E-commerce,UPI,0.8113,0.1887,3,33.25
cust_104670,141,Financial Services,UPI,0.3487,0.6513,1,16.58
cust_104671,213,Financial Services,card,0.9724,0.0276,0,6.94
cust_104672,283,Gaming,card,0.8839,0.1161,0,1.28
cust_104673,42,Edtech,wallet,0.9013,0.0987,0,6.38
cust_104674,83,E-commerce,netbanking,0.7068,0.2932,0,11.83
cust_104675,60,Edtech,UPI,0.7527,0.2473,4,11.54
cust_104676,224,Financial Services,card,0.9788,0.0212,0,4.96
cust_104677,427,SaaS,UPI,0.9339,0.0661,1,4.07
cust_104678,52,Financial Services,UPI,0.8968,0.1032,0,2.15
cust_104679,219,E-commerce,UPI,0.9079,0.0921,0,0.1
cust_104680,143,Edtech,card,0.8675,0.1325,0,4.69
cust_104681,29,Financial Services,card,0.8525,0.1475,1,6.67
cust_104682,35,Edtech,UPI,0.804,0.196,1,2.44
cust_104683,45,Gaming,wallet,0.7898,0.2102,2,9.78
cust_104684,57,Edtech,UPI,0.8625,0.1375,0,9.01
cust_104685,41,Edtech,netbanking,0.7973,0.2027,0,4.57
cust_104686,17,Edtech,UPI,0.4363,0.5637,0,18.18
cust_104687,62,Financial Services,UPI,0.8142,0.1858,0,3.22
cust_104688,89,Financial Services,card,0.2266,0.7734,0,32.73
cust_104689,95,E-commerce,UPI,0.8004,0.1996,3,4.75
cust_104690,40,Financial Services,card,0.851,0.149,1,21.34
cust_104691,48,E-commerce,UPI,0.7962,0.2038,3,5.95
cust_104692,91,E-commerce,netbanking,0.8513,0.1487,0,2.95
cust_104693,69,E-commerce,card,0.8606,0.1394,0,13.62
cust_104694,14,E-commerce,UPI,0.811,0.189,1,18.45
cust_104695,51,Financial Services,wallet,0.9773,0.0227,0,0.39
cust_104696,248,Gaming,card,0.1519,0.8481,0,56.83
cust_104697,84,SaaS,wallet,0.8541,0.1459,0,6.38
cust_104698,72,E-commerce,UPI,0.8915,0.1085,0,6.02
cust_104699,5,Edtech,UPI,0.7911,0.2089,0,20.21
cust_104700,110,Edtech,card,0.8106,0.1894,1,40.52
cust_104701,45,Financial Services,UPI,0.7983,0.2017,0,6.36
cust_104702,271,Financial Services,card,0.9766,0.0234,0,13.57
cust_104703,85,E-commerce,UPI,0.827,0.173,0,24.24
cust_104704,222,E-commerce,card,0.9501,0.0499,0,0.91
cust_104705,77,Gaming,card,0.8387,0.1613,0,2.68
cust_104706,322,SaaS,netbanking,0.7858,0.2142,0,1.47
cust_104707,19,Financial Services,UPI,0.7586,0.2414,0,1.23
cust_104708,222,SaaS,wallet,0.7535,0.2465,0,6.05
cust_104709,150,SaaS,netbanking,0.1605,0.8395,1,16.85
cust_104710,169,E-commerce,card,0.8905,0.1095,0,6.97
cust_104711,183,SaaS,UPI,0.9663,0.0337,1,15.24
cust_104712,115,Financial Services,UPI,0.8852,0.1148,1,27.17
cust_104713,56,SaaS,card,0.7841,0.2159,0,7.45
cust_104714,266,Financial Services,UPI,0.7851,0.2149,0,7.73
cust_104715,24,Gaming,netbanking,0.834,0.166,0,6.5
cust_104716,203,Gaming,UPI,0.8902,0.1098,0,0.03
cust_104717,55,SaaS,UPI,0.7984,0.2016,1,3.59
cust_104718,76,Edtech,UPI,0.9411,0.0589,1,20.06
cust_104719,86,Financial Services,card,0.9155,0.0845,0,34.02
cust_104720,40,Financial Services,card,0.8737,0.1263,2,46.43
cust_104721,146,Edtech,UPI,0.8918,0.1082,0,4.07
cust_104722,51,SaaS,card,0.9696,0.0304,0,0.39
cust_104723,252,SaaS,UPI,0.8522,0.1478,4,7.61
cust_104724,31,SaaS,UPI,0.9326,0.0674,0,0.42
cust_104725,419,SaaS,netbanking,0.9097,0.0903,0,7.24
cust_104726,76,E-commerce,netbanking,0.8314,0.1686,1,5.92
cust_104727,68,Edtech,wallet,0.9176,0.0824,0,0.94
cust_104728,256,Financial Services,netbanking,0.815,0.185,1,10.78
cust_104729,100,SaaS,UPI,0.8662,0.1338,0,0.14
cust_104730,48,SaaS,netbanking,0.8244,0.1756,0,28.11
cust_104731,35,Gaming,UPI,0.7769,0.2231,0,14.34
cust_104732,84,Gaming,netbanking,0.959,0.041,0,25.54
cust_104733,27,SaaS,netbanking,0.7329,0.2671,0,17.88
cust_104734,134,Gaming,UPI,0.9526,0.0474,1,2.8
cust_104735,202,Edtech,UPI,0.7111,0.2889,0,7.01
cust_104736,213,Gaming,UPI,0.7307,0.2693,0,12.42
cust_104737,237,E-commerce,netbanking,0.7215,0.2785,1,5.68
cust_104738,15,Financial Services,card,0.7016,0.2984,2,6.86
cust_104739,115,E-commerce,card,0.7123,0.2877,1,2.53
cust_104740,343,E-commerce,card,0.9424,0.0576,0,3.89
cust_104741,307,Gaming,netbanking,0.764,0.236,0,0.39
cust_104742,6,Financial Services,UPI,0.9655,0.0345,0,8.78
cust_104743,121,SaaS,card,0.1696,0.8304,0,16.11
cust_104744,54,Gaming,UPI,0.8227,0.1773,0,10.24
cust_104745,203,Edtech,card,0.8204,0.1796,1,13.29
cust_104746,39,Gaming,wallet,0.8031,0.1969,0,2.41
cust_104747,41,Gaming,wallet,0.3368,0.6632,2,22.34
cust_104748,424,Edtech,card,0.8966,0.1034,1,4.06
cust_104749,232,SaaS,UPI,0.2314,0.7686,1,41.09
cust_104750,50,Edtech,card,0.842,0.158,0,9.86
cust_104751,85,E-commerce,wallet,0.9451,0.0549,1,24.04
cust_104752,42,SaaS,UPI,0.1432,0.8568,0,38.02
cust_104753,41,E-commerce,UPI,0.8249,0.1751,2,14.67
cust_104754,294,Gaming,UPI,0.7736,0.2264,1,11.06
cust_104755,82,SaaS,card,0.8838,0.1162,0,14.38
cust_104756,5,Gaming,UPI,0.8567,0.1433,0,17.35
cust_104757,46,E-commerce,UPI,0.7841,0.2159,0,14.81
cust_104758,79,Financial Services,card,0.13,0.87,0,17.13
cust_104759,97,SaaS,netbanking,0.433,0.567,0,15.44
cust_104760,21,Gaming,card,0.7849,0.2151,0,17.46
cust_104761,9,E-commerce,UPI,0.7682,0.2318,0,9.85
cust_104762,139,Financial Services,UPI,0.7528,0.2472,1,12.49
cust_104763,90,Financial Services,UPI,0.76,0.24,2,8.88
cust_104764,36,E-commerce,card,0.8774,0.1226,0,18.58
cust_104765,30,Gaming,UPI,0.7199,0.2801,0,2.12
cust_104766,86,E-commerce,UPI,0.7407,0.2593,1,12.27
cust_104767,104,SaaS,wallet,0.9772,0.0228,2,4.89
cust_104768,168,SaaS,wallet,0.7692,0.2308,0,7.72
cust_104769,30,Financial Services,card,0.8013,0.1987,0,8.57
cust_104770,97,E-commerce,wallet,0.8138,0.1862,0,18.72
cust_104771,47,Financial Services,UPI,0.2602,0.7398,0,18.27
cust_104772,58,Financial Services,card,0.4358,0.5642,0,25.12
cust_104773,53,Edtech,UPI,0.8698,0.1302,0,1.43
cust_104774,36,E-commerce,UPI,0.7357,0.2643,0,2.79
cust_104775,3,Gaming,UPI,0.8427,0.1573,0,0.63
cust_104776,69,Financial Services,netbanking,0.9115,0.0885,1,25.88
cust_104777,48,E-commerce,UPI,0.846,0.154,2,10.98
cust_104778,134,Financial Services,UPI,0.8212,0.1788,0,6.34
cust_104779,292,SaaS,UPI,0.8573,0.1427,1,6.51
cust_104780,122,E-commerce,card,0.7112,0.2888,0,5.42
cust_104781,106,Edtech,UPI,0.8301,0.1699,0,10.9
cust_104782,89,Edtech,UPI,0.8499,0.1501,0,24.38
cust_104783,2,Edtech,card,0.9395,0.0605,0,0.06
cust_104784,20,Financial Services,UPI,0.8081,0.1919,1,9.83
cust_104785,64,Gaming,UPI,0.9586,0.0414,0,15.97
cust_104786,215,Gaming,netbanking,0.92,0.08,0,15.77
cust_104787,29,E-commerce,card,0.7255,0.2745,1,5.8
cust_104788,126,Financial Services,card,0.8492,0.1508,0,35.82
cust_104789,115,Gaming,UPI,0.7704,0.2296,0,15.29
cust_104790,10,Edtech,UPI,0.9449,0.0551,0,9.25
cust_104791,140,Gaming,UPI,0.7877,0.2123,2,12.14
cust_104792,317,Edtech,card,0.8585,0.1415,1,7.66
cust_104793,100,Edtech,card,0.7537,0.2463,1,0.67
cust_104794,10,Edtech,card,0.8152,0.1848,0,9.74
cust_104795,48,Edtech,UPI,0.8875,0.1125,0,20.11
cust_104796,106,E-commerce,netbanking,0.9494,0.0506,0,1.32
cust_104797,23,E-commerce,wallet,0.8927,0.1073,1,12.17
cust_104798,64,E-commerce,UPI,0.8012,0.1988,0,18.32
cust_104799,8,Gaming,UPI,0.7573,0.2427,0,1.75
cust_104800,86,Financial Services,UPI,0.7486,0.2514,0,27.13
cust_104801,45,Edtech,UPI,0.7576,0.2424,0,8.25
cust_104802,199,Edtech,UPI,0.8813,0.1187,1,12.82
cust_104803,11,Financial Services,UPI,0.8097,0.1903,0,19.89
cust_104804,106,Edtech,UPI,0.8285,0.1715,0,12.03
cust_104805,154,Edtech,UPI,0.403,0.597,0,20.25
cust_104806,105,Edtech,card,0.2883,0.7117,1,16.18
cust_104807,138,Gaming,wallet,0.7009,0.2991,2,13.89
cust_104808,229,E-commerce,card,0.7713,0.2287,0,30.76
cust_104809,72,Financial Services,UPI,0.9774,0.0226,0,10.43
cust_104810,70,Gaming,UPI,0.8431,0.1569,1,12.92
cust_104811,28,Financial Services,card,0.7143,0.2857,0,3.64
cust_104812,62,Financial Services,netbanking,0.8371,0.1629,0,0.11
cust_104813,53,SaaS,UPI,0.8083,0.1917,2,2.05
cust_104814,22,SaaS,card,0.1615,0.8385,0,16.36
cust_104815,93,SaaS,UPI,0.1351,0.8649,0,19.46
cust_104816,39,SaaS,card,0.7752,0.2248,1,4.66
cust_104817,323,SaaS,netbanking,0.8923,0.1077,0,12.0
cust_104818,12,E-commerce,card,0.4301,0.5699,1,21.9
cust_104819,25,SaaS,card,0.2688,0.7312,0,25.55
cust_104820,4,Gaming,card,0.7796,0.2204,0,2.33
cust_104821,29,E-commerce,UPI,0.8731,0.1269,1,18.69
cust_104822,43,Gaming,netbanking,0.9598,0.0402,1,1.0
cust_104823,36,Edtech,wallet,0.7425,0.2575,0,4.0
cust_104824,26,Gaming,netbanking,0.9135,0.0865,0,4.01
cust_104825,65,E-commerce,UPI,0.931,0.069,0,7.01
cust_104826,203,E-commerce,netbanking,0.7049,0.2951,1,16.08
cust_104827,16,E-commerce,UPI,0.4702,0.5298,2,35.79
cust_104828,546,Edtech,card,0.7349,0.2651,0,14.04
cust_104829,32,E-commerce,UPI,0.7619,0.2381,1,1.45
cust_104830,46,Financial Services,UPI,0.9497,0.0503,2,34.7
cust_104831,281,E-commerce,card,0.7009,0.2991,1,2.62
cust_104832,32,Edtech,card,0.9411,0.0589,0,10.76
cust_104833,140,Financial Services,UPI,0.765,0.235,0,7.61
cust_104834,26,SaaS,card,0.8244,0.1756,0,8.81
cust_104835,44,E-commerce,card,0.8077,0.1923,3,2.15
cust_104836,138,Gaming,netbanking,0.7064,0.2936,0,2.96
cust_104837,20,Edtech,card,0.8885,0.1115,0,0.65
cust_104838,250,Financial Services,card,0.8467,0.1533,0,4.22
cust_104839,42,Edtech,UPI,0.3538,0.6462,0,22.94
cust_104840,179,Financial Services,card,0.8698,0.1302,0,7.52
cust_104841,221,Edtech,UPI,0.1387,0.8613,0,23.12
cust_104842,123,Financial Services,UPI,0.8131,0.1869,1,25.68
cust_104843,23,E-commerce,card,0.8134,0.1866,0,8.33
cust_104844,97,E-commerce,UPI,0.9516,0.0484,1,7.34
cust_104845,30,Financial Services,card,0.8315,0.1685,0,17.81
cust_104846,219,SaaS,netbanking,0.8577,0.1423,0,9.95
cust_104847,2,SaaS,netbanking,0.924,0.076,1,13.12
cust_104848,12,Financial Services,card,0.8007,0.1993,0,35.98
cust_104849,234,SaaS,card,0.9028,0.0972,1,23.11
cust_104850,48,Financial Services,card,0.2275,0.7725,1,19.48
cust_104851,3,E-commerce,wallet,0.9552,0.0448,0,7.83
cust_104852,188,Edtech,UPI,0.7472,0.2528,0,9.35
cust_104853,21,Gaming,card,0.8677,0.1323,0,2.37
cust_104854,99,E-commerce,UPI,0.9742,0.0258,2,4.45
cust_104855,48,Edtech,UPI,0.2143,0.7857,0,31.35
cust_104856,45,E-commerce,UPI,0.4477,0.5523,0,15.72
cust_104857,145,SaaS,card,0.8471,0.1529,0,3.57
cust_104858,283,Edtech,UPI,0.7821,0.2179,1,21.25
cust_104859,157,Financial Services,UPI,0.9565,0.0435,1,0.33
cust_104860,18,E-commerce,card,0.7467,0.2533,0,13.73
cust_104861,153,SaaS,card,0.7258,0.2742,1,3.02
cust_104862,293,SaaS,UPI,0.9193,0.0807,0,13.05
cust_104863,67,E-commerce,UPI,0.8317,0.1683,0,10.46
cust_104864,402,Financial Services,card,0.7661,0.2339,0,3.83
cust_104865,36,E-commerce,UPI,0.7216,0.2784,0,5.96
cust_104866,27,SaaS,UPI,0.9193,0.0807,1,27.61
cust_104867,116,Gaming,UPI,0.3313,0.6687,1,26.08
cust_104868,182,Edtech,card,0.7428,0.2572,2,3.03
cust_104869,311,E-commerce,UPI,0.7024,0.2976,1,1.39
cust_104870,211,E-commerce,UPI,0.8437,0.1563,1,21.6
cust_104871,142,SaaS,card,0.9506,0.0494,0,0.61
cust_104872,213,Financial Services,UPI,0.1242,0.8758,0,24.17
cust_104873,79,E-commerce,UPI,0.7677,0.2323,0,1.32
cust_104874,239,Gaming,UPI,0.8607,0.1393,1,1.17
cust_104875,104,Edtech,UPI,0.8274,0.1726,0,19.01
cust_104876,6,SaaS,card,0.7454,0.2546,0,1.74
cust_104877,24,Gaming,netbanking,0.7188,0.2812,0,20.16
cust_104878,95,Financial Services,UPI,0.2436,0.7564,0,32.01
cust_104879,156,Gaming,UPI,0.8897,0.1103,1,24.07
cust_104880,225,Financial Services,card,0.9033,0.0967,1,11.24
cust_104881,99,Gaming,UPI,0.8813,0.1187,0,2.98
cust_104882,70,Gaming,UPI,0.8695,0.1305,0,3.88
cust_104883,230,Financial Services,UPI,0.8466,0.1534,1,5.52
cust_104884,15,Financial Services,UPI,0.9402,0.0598,0,9.35
cust_104885,29,E-commerce,UPI,0.7579,0.2421,1,0.19
cust_104886,127,Gaming,UPI,0.9357,0.0643,1,6.36
cust_104887,68,SaaS,card,0.8155,0.1845,0,26.6
cust_104888,118,Financial Services,UPI,0.7067,0.2933,0,1.43
cust_104889,3,Financial Services,card,0.7045,0.2955,0,8.76
cust_104890,25,Financial Services,card,0.9101,0.0899,0,9.4
cust_104891,97,Financial Services,card,0.9213,0.0787,4,31.33
cust_104892,243,E-commerce,card,0.7846,0.2154,0,0.5
cust_104893,219,E-commerce,UPI,0.5503,0.4497,1,5.07
cust_104894,145,Financial Services,netbanking,0.8118,0.1882,0,19.77
cust_104895,190,Financial Services,UPI,0.7573,0.2427,0,0.48
cust_104896,2,E-commerce,UPI,0.7144,0.2856,0,2.16
cust_104897,226,E-commerce,card,0.9584,0.0416,0,2.08
cust_104898,212,Edtech,netbanking,0.7982,0.2018,0,24.37
cust_104899,224,Financial Services,card,0.9442,0.0558,1,3.16
cust_104900,9,SaaS,UPI,0.7993,0.2007,0,21.24
cust_104901,33,Gaming,wallet,0.7113,0.2887,0,2.71
cust_104902,83,Financial Services,UPI,0.2657,0.7343,2,44.52
cust_104903,154,Edtech,UPI,0.7465,0.2535,1,2.47
cust_104904,171,SaaS,UPI,0.4556,0.5444,0,15.1
cust_104905,416,Edtech,card,0.3548,0.6452,0,19.18
cust_104906,22,Gaming,card,0.8255,0.1745,0,18.35
cust_104907,343,Edtech,card,0.8289,0.1711,0,4.46
cust_104908,78,Gaming,card,0.803,0.197,0,8.08
cust_104909,52,Gaming,netbanking,0.9474,0.0526,0,6.28
cust_104910,180,Financial Services,UPI,0.8439,0.1561,1,10.81
cust_104911,2,Gaming,UPI,0.8586,0.1414,0,2.66
cust_104912,395,SaaS,card,0.7429,0.2571,0,26.55
cust_104913,162,Financial Services,UPI,0.9,0.1,0,2.22
cust_104914,426,Edtech,card,0.4811,0.5189,1,34.72
cust_104915,7,E-commerce,wallet,0.2919,0.7081,1,29.9
cust_104916,168,Financial Services,netbanking,0.7123,0.2877,0,6.26
cust_104917,241,SaaS,card,0.7545,0.2455,0,18.69
cust_104918,6,Gaming,card,0.9239,0.0761,0,3.37
cust_104919,82,E-commerce,UPI,0.8591,0.1409,0,7.87
cust_104920,49,E-commerce,UPI,0.1331,0.8669,1,22.05
cust_104921,125,SaaS,netbanking,0.8351,0.1649,1,18.24
cust_104922,546,SaaS,UPI,0.9562,0.0438,1,6.15
cust_104923,49,E-commerce,card,0.8382,0.1618,0,1.11
cust_104924,4,SaaS,UPI,0.9273,0.0727,0,8.03
cust_104925,42,Edtech,wallet,0.9742,0.0258,0,5.82
cust_104926,14,Financial Services,UPI,0.7723,0.2277,0,8.2
cust_104927,167,Gaming,UPI,0.9524,0.0476,0,0.17
cust_104928,220,Edtech,card,0.7914,0.2086,0,4.54
cust_104929,373,E-commerce,UPI,0.9339,0.0661,0,4.39
cust_104930,109,Gaming,wallet,0.7781,0.2219,2,6.82
cust_104931,53,Gaming,wallet,0.7687,0.2313,1,0.12
cust_104932,89,SaaS,wallet,0.7762,0.2238,0,2.01
cust_104933,3,Gaming,UPI,0.9724,0.0276,3,8.17
cust_104934,108,Financial Services,card,0.3958,0.6042,1,26.06
cust_104935,16,Edtech,UPI,0.174,0.826,2,15.32
cust_104936,315,E-commerce,card,0.7613,0.2387,0,9.12
cust_104937,68,E-commerce,UPI,0.7429,0.2571,1,1.09
cust_104938,1,SaaS,UPI,0.8416,0.1584,0,2.48
cust_104939,2,Financial Services,UPI,0.8174,0.1826,0,0.32
cust_104940,113,Edtech,card,0.7679,0.2321,0,9.04
cust_104941,794,Gaming,netbanking,0.96,0.04,0,15.87
cust_104942,53,SaaS,UPI,0.9593,0.0407,0,3.88
cust_104943,89,SaaS,card,0.9282,0.0718,1,3.88
cust_104944,45,E-commerce,UPI,0.9739,0.0261,3,5.21
cust_104945,60,Edtech,UPI,0.7331,0.2669,0,17.62
cust_104946,76,E-commerce,UPI,0.9794,0.0206,1,5.45
cust_104947,133,Financial Services,UPI,0.8135,0.1865,0,0.46
cust_104948,4,E-commerce,card,0.871,0.129,0,13.57
cust_104949,272,E-commerce,UPI,0.8674,0.1326,1,1.19
cust_104950,127,Gaming,card,0.7232,0.2768,0,26.1
cust_104951,89,SaaS,wallet,0.4687,0.5313,0,16.23
cust_104952,77,E-commerce,UPI,0.8379,0.1621,0,11.81
cust_104953,76,SaaS,UPI,0.9222,0.0778,0,0.85
cust_104954,138,E-commerce,card,0.7006,0.2994,1,7.6
cust_104955,101,E-commerce,netbanking,0.2457,0.7543,0,16.57
cust_104956,69,Edtech,card,0.9571,0.0429,1,1.99
cust_104957,364,Edtech,UPI,0.7245,0.2755,2,13.28
cust_104958,10,E-commerce,UPI,0.7924,0.2076,0,0.91
cust_104959,96,SaaS,UPI,0.7231,0.2769,1,11.89
cust_104960,127,SaaS,UPI,0.93,0.07,0,4.19
cust_104961,192,E-commerce,card,0.9512,0.0488,0,17.03
cust_104962,7,Financial Services,card,0.3967,0.6033,0,28.14
cust_104963,315,Gaming,card,0.7201,0.2799,0,1.64
cust_104964,198,Gaming,UPI,0.7182,0.2818,0,12.7
cust_104965,42,Gaming,UPI,0.7441,0.2559,1,3.3
cust_104966,152,Gaming,netbanking,0.4032,0.5968,0,26.64
cust_104967,175,Edtech,UPI,0.5261,0.4739,0,0.94
cust_104968,165,E-commerce,netbanking,0.9269,0.0731,0,16.95
cust_104969,178,Edtech,UPI,0.7858,0.2142,1,26.85
cust_104970,96,Financial Services,card,0.9605,0.0395,0,8.24
cust_104971,234,Edtech,card,0.759,0.241,1,1.88
cust_104972,294,Financial Services,card,0.1776,0.8224,2,20.6
cust_104973,33,SaaS,card,0.5376,0.4624,2,15.43
cust_104974,299,E-commerce,card,0.3245,0.6755,0,24.36
cust_104975,421,E-commerce,wallet,0.7791,0.2209,0,21.8
cust_104976,27,Edtech,UPI,0.8622,0.1378,1,2.12
cust_104977,66,Financial Services,card,0.7343,0.2657,0,3.45
cust_104978,305,Gaming,netbanking,0.7847,0.2153,0,5.7
cust_104979,146,E-commerce,card,0.8837,0.1163,0,5.35
cust_104980,52,Edtech,UPI,0.7536,0.2464,0,11.6
cust_104981,163,SaaS,card,0.5206,0.4794,0,14.47
cust_104982,1,Edtech,UPI,0.9275,0.0725,1,6.43
cust_104983,125,Financial Services,netbanking,0.8113,0.1887,0,16.08
cust_104984,474,Edtech,card,0.9284,0.0716,0,0.38
cust_104985,57,Financial Services,card,0.9683,0.0317,1,32.2
cust_104986,39,Gaming,card,0.7515,0.2485,0,6.66
cust_104987,195,E-commerce,UPI,0.8164,0.1836,0,7.35
cust_104988,91,Financial Services,card,0.7937,0.2063,1,8.96
cust_104989,138,SaaS,wallet,0.7672,0.2328,2,1.76
cust_104990,59,Gaming,card,0.7778,0.2222,1,12.52
cust_104991,68,E-commerce,card,0.817,0.183,0,1.77
cust_104992,22,SaaS,netbanking,0.8992,0.1008,0,16.17
cust_104993,32,Gaming,UPI,0.7008,0.2992,1,2.36
cust_104994,41,Financial Services,netbanking,0.9714,0.0286,0,8.84
cust_104995,74,E-commerce,UPI,0.7931,0.2069,0,11.59
cust_104996,153,Gaming,UPI,0.8094,0.1906,2,1.76
cust_104997,44,Gaming,netbanking,0.8715,0.1285,0,0.03
cust_104998,246,Gaming,UPI,0.9155,0.0845,0,5.91
cust_104999,227,SaaS,UPI,0.9014,0.0986,1,7.49
cust_105000,48,Gaming,UPI,0.9791,0.0209,0,5.92
cust_105001,290,Financial Services,UPI,0.2663,0.7337,0,20.39
cust_105002,187,Financial Services,UPI,0.9702,0.0298,0,19.81
cust_105003,110,SaaS,card,0.9459,0.0541,0,12.69
cust_105004,46,Financial Services,UPI,0.8705,0.1295,1,12.79
cust_105005,11,E-commerce,UPI,0.9337,0.0663,0,7.39
cust_105006,128,E-commerce,UPI,0.7841,0.2159,0,26.63
cust_105007,71,SaaS,netbanking,0.8872,0.1128,3,32.85
cust_105008,201,Gaming,netbanking,0.7743,0.2257,0,30.84
cust_105009,181,Gaming,card,0.7621,0.2379,0,2.65
cust_105010,394,Financial Services,card,0.7006,0.2994,0,18.32
cust_105011,11,SaaS,UPI,0.9247,0.0753,0,4.31
cust_105012,45,Edtech,UPI,0.9519,0.0481,0,10.23
cust_105013,303,Financial Services,card,0.5343,0.4657,0,1.73
cust_105014,213,Edtech,wallet,0.8857,0.1143,0,3.44
cust_105015,111,Financial Services,card,0.7598,0.2402,0,9.94
cust_105016,152,Gaming,wallet,0.7324,0.2676,0,59.46
cust_105017,60,E-commerce,card,0.8089,0.1911,0,6.67
cust_105018,144,Edtech,UPI,0.8837,0.1163,0,6.71
cust_105019,89,SaaS,UPI,0.7223,0.2777,1,5.26
cust_105020,21,E-commerce,card,0.7058,0.2942,0,6.72
cust_105021,31,E-commerce,UPI,0.9047,0.0953,1,4.17
cust_105022,6,E-commerce,netbanking,0.8881,0.1119,0,26.7
cust_105023,79,Financial Services,UPI,0.8194,0.1806,1,4.63
cust_105024,63,E-commerce,UPI,0.9142,0.0858,1,2.85
cust_105025,25,Edtech,UPI,0.8518,0.1482,0,2.62
cust_105026,129,Gaming,UPI,0.7213,0.2787,0,9.81
cust_105027,42,E-commerce,UPI,0.9388,0.0612,0,1.35
cust_105028,217,SaaS,card,0.7185,0.2815,0,4.96
cust_105029,40,Edtech,card,0.7317,0.2683,0,6.56
cust_105030,46,Financial Services,UPI,0.8401,0.1599,1,28.85
cust_105031,8,Gaming,card,0.7342,0.2658,2,13.55
cust_105032,7,Gaming,card,0.7233,0.2767,0,14.65
cust_105033,239,SaaS,UPI,0.8086,0.1914,0,1.25
cust_105034,65,E-commerce,UPI,0.7701,0.2299,0,22.49
cust_105035,20,SaaS,card,0.8737,0.1263,2,1.94
cust_105036,205,SaaS,UPI,0.7454,0.2546,1,15.38
cust_105037,11,Edtech,card,0.9283,0.0717,2,27.99
cust_105038,6,Gaming,card,0.9775,0.0225,1,0.49
cust_105039,185,Edtech,UPI,0.5268,0.4732,0,14.38
cust_105040,227,Financial Services,card,0.3562,0.6438,0,15.15
cust_105041,145,Financial Services,card,0.7532,0.2468,0,16.78
cust_105042,69,Financial Services,UPI,0.9094,0.0906,1,9.55
cust_105043,326,SaaS,netbanking,0.9085,0.0915,0,3.53
